A_id,B_id
596,35203
33903,2447
33903,35217
33903,35218
33903,2451
33351,35227
33351,2460
33351,2463
33351,35231
33351,2465
33351,2466
33351,35234
33351,2467
33351,2470
33351,35239
246,2477
246,35246
246,2480
246,35249
246,2482
246,35250
246,35252
246,35254
246,35255
246,2488
551,2495
551,35263
551,35264
551,35266
551,2498
551,2499
551,2501
34011,35276
34011,2508
34011,2509
34011,2511
34011,35279
34011,2513
34011,2514
34011,35283
33635,35298
33635,35299
33635,2532
33635,35301
33635,35302
33457,2548
33457,35316
33457,2550
33457,35318
33457,35319
33457,2552
33457,2553
33457,35323
33451,2558
33451,2559
33451,2560
33451,2561
33451,2563
33451,2564
33451,35333
33855,35336
33855,2568
33855,35337
33855,2569
33012,35347
33012,2579
33012,2581
32846,2584
32846,35357
32846,2591
32846,35360
32846,2593
32846,2594
1176,35374
1176,2606
1176,2607
1176,35376
1176,35377
1176,2609
1176,2612
1176,2613
34005,35392
34005,2629
33818,35403
33818,2636
33818,2637
33818,2640
33818,2641
33818,35410
33818,35412
33818,2644
1046,2649
1046,35418
1046,2650
1046,35419
145,2655
145,35425
33494,2661
33494,35429
33494,2662
33494,2663
33494,35433
33494,2665
33494,2666
782,2676
782,35445
782,35447
782,2680
782,35450
782,2683
782,35451
782,35452
782,35455
782,2687
33211,35462
33211,2696
33211,2697
33211,2700
33211,2704
33211,2705
33211,2707
1216,35485
1216,35486
1216,35487
979,2732
979,35502
979,2736
1151,35516
1151,2749
1151,35518
1151,2751
1151,2754
1151,35522
1151,35523
1151,35526
1151,2759
485,2769
485,35538
485,35541
485,2773
485,2774
485,2775
485,35546
485,2778
485,35547
485,2780
32972,35561
32972,35563
169,35571
169,2804
324,2821
324,35591
324,2824
324,35593
324,2827
324,2829
324,35598
324,35600
33199,2838
33199,2841
33199,2843
33199,2844
33199,35614
33199,35615
33199,2849
33260,2852
33260,35621
33260,2855
33260,35624
33260,35625
33260,2857
33260,35627
885,2869
885,35639
885,2873
885,35641
885,35642
885,2875
885,2876
885,35644
33870,2882
33870,35651
33870,2883
512,35660
512,35661
512,2893
512,35663
512,2896
512,35664
512,35665
512,2898
33438,2903
33438,35671
33438,35672
33438,2904
33438,35673
33438,35674
33438,2906
32902,2912
32902,35682
32902,2914
32902,35683
32902,35684
32902,2916
32902,2917
32902,35685
32902,35686
32902,2918
33516,35695
33516,35697
33516,2929
33516,35698
33516,2930
33516,35700
33516,35701
33516,2934
33516,35703
33516,2937
871,35716
871,2949
871,35717
397,35725
397,2958
397,35727
397,2959
397,35728
397,2962
397,35730
397,2965
397,2966
397,2967
1159,35744
1159,2977
1159,2978
1159,2979
1159,35747
1159,2983
1159,35752
34,35766
34,35767
34,35768
34,3000
34,35769
34,35771
34,3003
323,35779
323,35780
323,3014
323,35782
33294,35787
33294,3019
33294,35789
33726,3024
33726,3025
33726,35794
33726,3027
33726,35795
33726,35796
33726,35797
33726,3030
33726,3032
33726,3033
587,35810
587,3043
587,3044
587,3045
587,35814
587,35816
587,3049
587,3050
33547,35831
33547,35832
13,3075
13,35845
33586,35853
33586,35854
33586,3092
33586,35860
33586,3093
33586,35861
33586,35863
33586,35867
33586,3099
32837,3105
32837,3106
32837,35876
32837,3110
32837,3111
32837,35880
32837,35884
33331,35892
33331,3125
546,35906
546,3138
546,35907
546,3139
546,3140
33213,35920
33213,35924
33213,3159
468,3172
468,35942
468,35943
468,35944
468,3177
468,3178
468,3180
468,35949
210,3184
210,3185
210,35954
210,35956
210,3188
210,3190
210,35958
33900,3193
33900,3195
33900,3196
33900,35965
33900,3199
33900,35968
33900,35969
33900,3202
33900,35971
33293,35980
33293,35983
33293,3215
33293,35984
33793,3229
33793,3231
33793,36000
33793,36002
33793,3234
33793,3237
33706,3245
33706,36015
33706,3247
33706,36017
33912,3258
33912,3259
33912,36028
33912,36030
33912,3264
33912,36032
33912,36033
33912,36034
33912,3270
1196,3281
1196,36052
1196,3285
1196,3287
1196,36056
1196,36057
1196,3291
1196,3292
1196,3293
33301,3304
33301,3307
33301,36075
33301,3308
33301,36077
33301,36078
33301,36079
33301,3311
33301,3312
57,36092
57,3324
57,36093
57,36094
32843,36098
32843,36100
32843,36101
32843,36102
32843,3335
32843,36104
32843,3336
32843,3341
1114,36125
1114,3359
1114,3361
1114,36132
597,36146
597,3380
597,36148
597,36149
597,3381
597,3382
597,3383
597,3384
597,3385
597,36154
32956,36166
32956,3400
32956,3401
32956,36170
32956,3403
32956,36171
32956,3405
33122,3413
33122,3415
33122,36184
33122,3418
33122,36191
33122,36193
33122,3425
33122,3427
33718,3435
33718,36203
33718,36205
33718,3438
33718,36207
33718,36208
33718,36211
33718,3443
33718,3445
33718,36213
933,36217
933,3450
933,3453
933,3458
933,3459
933,36228
933,3463
933,36231
33268,36235
33268,3469
33268,3470
33268,36239
1186,36246
1186,3478
1186,3479
1186,3481
1186,3483
1186,3484
1186,36252
1186,36253
1186,3485
32779,3500
32779,3501
32779,36269
32779,36271
32779,36272
32779,3506
32779,36274
32779,36276
32779,36278
32779,36279
33087,36282
33087,36283
33087,3516
33087,3518
33087,36287
33087,3521
33087,36289
33087,36290
32821,36302
32821,3535
32821,3536
32821,3539
32821,3540
32821,3541
32821,36309
32818,36318
32818,36319
1127,36326
1127,3558
1127,3560
1127,3561
1127,36329
1127,3562
1127,36331
1127,3565
223,3576
223,3577
223,3579
223,3580
223,3581
223,3583
223,3585
937,36359
937,3591
33439,3605
33439,36374
33439,3607
33439,3609
33439,3611
33439,36379
33439,3612
33439,36380
1224,3622
1224,3623
1224,3625
1224,36396
1224,3628
1224,3629
1224,36398
1224,3632
1224,36405
721,36416
721,3649
721,3650
48,36431
48,36433
48,36434
48,3667
48,3668
48,36437
48,36438
48,3670
48,3672
32823,36442
32823,3675
32823,3677
32823,36445
32823,3679
32823,36447
32823,3680
90,36454
90,3687
90,36457
90,36458
90,3693
90,36462
90,3694
90,36463
94,3704
94,36475
94,3710
94,3711
94,36480
94,36481
32909,36493
32909,3727
32909,3729
32909,36498
32909,3730
32909,3734
144,3743
144,3744
144,36516
144,36517
144,36519
144,3752
144,3753
144,36522
32925,36533
32925,3766
32925,3767
32925,3769
32925,3773
32925,36541
32925,3774
32925,36543
32925,36545
97,3780
97,36549
97,3784
97,3785
33287,36575
33287,3808
33287,36576
33287,3810
33287,36579
33287,36583
33287,3816
33287,36585
33287,3819
33287,36587
33085,3829
33085,36597
33085,36598
33085,3831
33085,36599
33085,36600
33085,3832
33085,36603
226,3851
226,36619
226,36620
226,3855
226,36623
226,36626
226,3858
226,36627
226,3860
226,3861
33026,3872
33026,36640
33026,36641
33026,3873
33026,36642
33026,3875
33026,36644
33026,36645
33026,3878
33025,36657
33025,36658
33025,3892
33025,36662
33045,36675
33045,3909
33045,36678
33045,3910
33045,36680
33045,36684
33045,36686
33045,3919
33045,36687
33064,3924
33064,36692
33064,3925
33064,36695
33064,3928
33070,36702
33070,3935
33070,36704
33070,36705
33611,3946
33611,3951
33611,36720
33611,3954
33611,36723
33611,36726
33611,36727
33104,3965
33104,3966
33104,36734
33104,3967
33104,36735
33104,3972
33104,36740
33104,36741
33104,36743
33722,36760
33722,3993
33722,36761
418,36767
418,3999
418,36768
418,36769
418,36770
418,4002
418,36772
416,4009
416,36779
33183,36789
33183,36790
33183,4023
33183,4024
33183,36792
33183,36794
33183,4027
33183,36795
33183,4029
33183,36797
33250,4040
33250,36810
33250,36811
33250,4045
33250,4048
33250,4049
481,36825
481,36827
481,36828
481,4062
481,4063
481,36831
487,36836
487,4069
487,36839
487,4074
487,36844
487,4076
487,36845
487,36846
487,4078
487,36847
33844,36854
33844,36855
33844,36859
33844,36860
33844,36861
33844,36862
33336,36869
33336,36870
33343,4114
33343,36883
356,36893
356,36894
356,36896
356,36897
356,36898
33124,4136
33124,36905
33124,4138
33124,36906
33124,36907
33124,4142
33124,36910
33124,4143
515,4157
515,36927
607,36940
607,36942
607,4175
607,4176
607,4177
607,4178
33370,36964
33370,4197
33370,4198
33370,36969
33370,4201
33370,4202
33370,4204
631,4220
631,36989
631,36990
631,4222
631,36991
631,4225
631,4226
631,4228
631,36996
641,37005
641,4238
641,4239
641,37007
641,4240
33234,4249
33234,37017
33234,4250
33234,4251
33234,37021
33491,4260
33491,37029
33491,4261
33491,37031
33491,4264
33491,37033
33899,37051
33899,4283
33899,4287
33899,37057
33899,4291
33899,37060
33899,4293
33899,4295
33899,4296
33899,37064
32780,4304
32780,37072
32780,4308
32780,37077
32780,4310
32780,37078
32780,4311
32780,4312
29,4331
29,37100
76,4340
76,4343
76,4347
76,37120
76,4353
76,37124
76,4357
76,4358
1227,4362
1227,37131
1227,37133
1227,4366
1227,37136
1227,37137
32776,4377
32776,4379
32776,37147
32776,37148
32776,4382
32832,37156
32832,37157
32832,37158
32832,4390
32832,37160
32832,4394
32832,37162
27,4399
27,37168
27,4400
27,4401
27,37169
27,37170
27,37172
32864,37184
32864,37189
32922,4427
32922,4430
32922,4432
32922,4436
32922,4437
32922,37205
32922,4439
32922,4440
32922,4442
32922,4447
32903,4455
32903,37223
32903,37225
32903,4457
32903,4458
32903,4459
32903,37229
32903,37230
32903,37231
32903,4465
32923,4468
32923,37236
32923,37237
165,37242
165,4475
165,37243
165,37245
165,37248
165,37249
32938,37254
32938,37257
32938,4492
32938,4494
32938,37263
32938,4495
32938,37264
183,4502
183,37273
183,4505
183,37274
183,37276
183,4509
183,4510
33015,37294
33015,37295
33015,4528
33015,4531
33015,4533
33015,4534
274,4539
274,4543
274,37312
274,4546
274,4547
274,4549
274,37318
33049,37320
33049,4552
33049,37322
33049,37325
33049,4559
33049,4564
33049,4565
33049,37333
33049,4566
33049,37334
296,37350
296,4583
296,37351
296,37353
296,4585
296,37354
296,37355
296,4588
296,37356
33108,37365
33108,37370
33108,37371
33108,4603
33108,37372
33108,4604
33108,4605
1017,4615
1017,37384
1017,4618
1017,4619
1017,4624
1017,37393
317,37399
317,4632
317,37401
317,37402
317,37403
317,4636
317,4637
317,37406
332,4655
332,4658
332,37428
332,37429
332,4662
341,4675
341,37446
341,37447
341,4680
33133,4691
33133,4692
33133,37460
33133,4693
33133,37464
33133,4697
360,37469
360,4701
360,4703
452,37482
452,4715
33253,37489
33253,4722
33253,37495
33253,4727
33253,4729
507,37500
507,37501
507,37502
507,4735
507,4737
507,37506
507,37507
507,4739
507,4740
33337,4744
33337,4745
33337,37513
33337,37514
33337,37515
33337,4748
33337,4749
33337,37517
33337,4750
33337,37520
578,37528
578,4761
578,37532
578,4764
578,37534
578,37535
578,4768
578,37537
578,4771
578,4772
33345,37557
33345,4790
33345,37559
33345,4792
561,37565
561,37567
617,4807
617,37575
617,4808
617,37577
617,4809
