A_id,B_id
851,2347
851,35115
32841,35118
32841,2352
32841,2353
32841,2355
32841,2357
32841,35125
32841,35126
33988,35129
33988,2361
33988,35131
33988,2364
218,2367
218,35136
218,35137
218,2371
218,35140
218,35141
218,2374
218,35144
218,2376
727,2381
727,2384
374,2391
374,35162
374,2395
374,35165
374,35166
374,2398
374,2401
374,2405
770,2412
770,35182
770,2414
1180,2427
1180,35195
1180,2428
32836,2435
32836,35204
32836,2439
32836,35208
32836,2443
32836,2444
32836,2447
32836,2448
33855,2449
33855,2450
33855,35218
33855,35219
960,35235
960,35236
960,35237
960,2470
960,35238
960,35239
960,2473
33623,35253
33623,35254
33623,35255
33623,2489
33623,2490
33840,35269
33840,2501
33840,2504
33840,2506
33840,2509
33840,35277
33840,2510
1036,35288
1036,35290
32882,35295
32882,35297
32882,2529
32882,35298
32882,35299
32882,2534
32882,2535
32882,2536
32882,2537
32882,35306
1196,2544
1196,35314
1196,2546
1196,2548
1196,2549
1196,35318
1196,2550
33705,2559
33705,35328
33839,2565
33839,35333
33839,35334
33839,2567
33839,2568
1221,35352
1221,2584
1221,2585
1221,35353
1221,35354
1221,35356
1221,2589
1221,35357
1221,2590
1221,2591
32960,2594
32960,35363
32960,2596
32960,2597
32960,35367
32960,2600
32960,35368
33772,35380
33772,2616
33118,35395
33118,2627
33118,35396
33118,35397
33118,2630
33118,35398
33118,35402
33118,35403
32963,35417
32963,35418
630,35424
630,2657
630,35425
630,2659
630,35428
630,35429
630,2662
630,2664
630,2666
308,35438
308,2672
308,35441
308,2674
308,35443
308,35444
308,35446
308,35447
308,2680
308,35448
33811,35460
33811,2693
33811,2694
33811,35462
33811,35464
33811,2696
33811,2697
33811,35466
710,35471
710,2704
710,35474
370,35481
370,2714
370,2715
370,35484
370,2716
370,2717
370,35485
32805,2740
32805,35508
32805,2744
808,35521
808,2755
808,2757
808,2758
808,2761
32840,2771
32840,2772
32840,35541
32840,35542
32840,2775
32840,35544
32840,35546
32840,2778
33426,2783
33426,35552
33426,2785
33426,35554
701,2798
701,35569
701,35573
701,35577
701,2813
33838,2817
33838,35586
33838,2819
33838,35588
33838,2821
33838,35589
33838,2822
33838,35590
33838,2823
32820,35599
32820,2833
32820,35603
32820,2836
32820,35604
32820,35608
32820,2841
32820,2843
200,2850
200,35619
1235,2865
1235,35634
1235,35636
1235,35637
1235,2869
1235,2870
934,2885
934,2886
934,35654
934,35655
934,2888
934,35658
934,35660
934,2893
934,2895
33955,35667
33955,2901
33955,35671
33955,35672
33955,35673
33955,2909
33955,35677
33955,35678
33955,2910
32860,2922
32860,35692
32860,2924
32860,35693
32860,2926
32860,2931
33399,2946
33399,35714
33422,35717
33422,35718
33422,2951
33422,35720
33422,2953
33422,2954
33422,35722
1133,2962
1133,35731
1133,2963
1133,2964
1133,35734
1133,35736
1133,2969
1133,35737
651,2979
651,2980
651,35749
651,2983
651,2985
651,35753
651,35754
651,2986
651,2987
651,35755
761,35764
761,35767
761,2999
761,35769
761,3003
761,35771
761,3004
33377,3009
33377,35778
33377,3011
33377,3012
33377,35781
33377,35782
33377,3014
993,35795
993,3027
993,3030
993,3031
993,35799
799,3049
799,35819
799,3051
799,3052
799,3053
799,35822
799,35823
799,3056
32881,35832
32881,3064
32881,35833
705,3072
705,3073
705,35841
705,35842
809,3084
809,3085
809,3086
33735,3098
33735,35866
33735,3102
33735,3104
33735,35873
33735,3105
33735,35874
1132,35886
1132,3118
1132,3119
1132,3120
33639,3128
33639,3129
33639,3133
33639,35901
33639,35903
33639,3136
33639,35905
33659,3145
33659,3147
33659,3148
33092,35921
33092,3153
33092,3154
33169,3159
33169,35927
33094,3170
33094,3171
33094,35939
33094,35940
33094,3173
33183,3184
33183,35952
33183,35954
33183,3187
33183,35956
33183,35959
1192,35974
1192,3207
1192,35975
1192,3208
1192,35976
1192,35977
1192,35979
1192,3214
1192,3215
1192,35985
830,3221
830,35992
830,3225
830,35993
830,3226
830,3228
830,3229
33802,3234
33802,36003
33802,3236
33802,3240
33802,3241
33802,36009
33802,3243
33802,36014
33802,36015
33455,36021
33455,3253
33455,36023
33455,3257
33455,3262
33455,3265
33455,3266
33455,36034
32895,3276
32895,3277
33966,3285
33966,3286
33966,36058
33966,3290
33966,36061
33966,3294
33966,36063
33966,3296
467,3303
467,3306
467,36074
32,36083
32,3316
32,3317
32,36086
32,3319
32,3320
32,36090
33456,3328
33456,3329
33456,36098
33456,3332
33456,3333
33456,3334
33456,3336
33768,3346
33768,3347
33768,36115
33768,36118
631,36121
631,3355
631,36124
631,36125
631,3358
631,36127
631,3360
611,3370
611,36141
611,36146
611,36147
32954,36152
32954,36153
32954,36154
32954,3386
32954,3387
32954,36156
32945,3396
32945,3399
32945,36169
32945,36170
32945,3402
32945,3403
723,3408
723,36177
723,3411
723,3414
723,36184
723,36185
723,3418
723,36187
723,3419
33596,36193
33596,36194
33596,3426
33596,36196
33558,36205
33558,3438
33558,3439
483,36214
483,3447
483,36217
483,3449
483,36218
483,3450
483,3451
483,36221
1037,3463
1037,36231
1037,36232
1037,3466
1037,3467
1037,36236
1115,3474
1115,36244
1115,3477
1115,36245
1115,36246
1115,3480
1115,36248
1115,36249
1115,3482
1115,36250
1157,36259
1157,36260
1157,36261
33986,3508
33986,36277
33986,3509
33986,36279
33986,3512
33986,3515
33986,3516
33986,36284
1130,36293
1130,3527
1130,36295
1130,3529
1130,36299
1130,3532
1130,3533
1130,36303
1130,3536
1130,36304
33180,3545
33180,36314
33180,3546
33180,36315
155,3554
155,36322
155,36324
155,3557
334,36340
334,3572
334,36343
334,3576
334,36345
334,3579
334,36349
334,3583
334,36352
217,3596
217,36364
217,36367
387,36379
387,3611
387,3612
387,3613
387,36383
387,3615
387,3617
387,3619
387,36388
33823,36397
33823,3630
33823,3635
33823,36404
33823,3636
33997,3648
33997,36417
33917,36428
33917,3661
33917,36429
33917,36430
33917,3663
33917,36432
33917,36433
33917,36434
33917,3666
32856,36447
32856,3681
32856,36451
32856,3684
32856,36453
32856,3685
32856,36454
32856,3688
32856,36456
32856,36458
33967,36464
33967,3696
33967,36465
33967,3698
33967,36469
33967,36470
33967,3703
841,3707
841,3709
841,36479
1027,3716
1027,36485
1027,36486
1027,3721
1027,3722
1027,3725
1027,3728
1027,3729
1027,3730
1027,3733
33264,36504
33264,3737
33264,36509
33264,36511
33264,36512
33264,3744
33264,3746
33264,3749
33030,36523
33030,36524
33030,3756
33030,36527
33030,36528
33030,3762
33030,36533
33030,3766
33030,36535
33018,36545
33018,3780
33018,36550
33018,36553
33018,3787
33018,36557
33018,36558
33018,3790
325,36564
325,36565
325,3799
33468,3801
33468,36569
33468,36570
525,3815
525,36583
525,36585
525,3819
525,36589
1075,3827
1075,3828
1075,36596
1075,36598
1075,36599
1075,3832
1075,36600
1075,36601
1075,3834
1075,3835
509,36613
509,3845
509,36618
509,36620
509,3855
509,36624
509,3857
509,36625
509,36626
21,3871
21,36639
33563,36645
33563,36647
33563,3881
33563,36649
33563,3882
33563,36651
33563,3884
33563,36652
33563,3885
33563,3886
33267,36658
33267,36659
33267,3892
33267,36661
33267,3893
33267,36662
33267,36663
33267,3895
32952,3902
32952,36671
32952,3905
32952,3906
32952,36674
32952,3907
32952,36676
32952,36679
32828,36691
32828,3923
32828,3924
32828,3925
32828,36693
32828,3929
32828,3931
33318,36712
33318,3944
633,3953
633,36723
633,3955
633,3957
633,36726
633,36728
633,3960
633,3961
633,36729
628,3971
628,36739
628,36740
628,36742
33885,36747
33885,3979
33885,3982
33885,36751
33885,3984
33885,36752
32812,36759
32812,36760
32812,36761
32812,36763
32812,3996
32812,36765
32812,3998
32812,36766
565,36771
565,36773
565,36775
565,36778
565,36779
565,36780
565,4013
565,36783
565,36784
33678,36791
33678,36792
33678,4024
33678,4025
33678,36794
33678,4026
33339,36800
33339,36801
33339,4035
33708,36819
33708,36820
33708,4053
33708,4054
303,4064
303,36833
303,4066
303,4069
303,4072
303,36840
303,36841
372,4084
372,4085
372,4087
372,36856
33326,4092
33326,36860
33326,36862
33326,4094
33326,4095
33326,36864
1121,36875
1121,4108
1121,4109
1121,36878
1121,4110
636,36889
636,4121
636,4122
636,4125
636,36893
636,4126
1161,4128
1161,4129
1161,36897
1161,4130
1161,36898
1161,36903
1161,4135
1161,36905
1161,4138
33043,4145
33043,36921
33043,4153
33043,4154
33043,4155
33043,36926
36,4171
36,36939
36,36941
36,4174
36,4175
36,36949
36,4183
36,36951
97,36956
97,4191
97,4193
97,4195
97,36964
97,36965
97,4199
97,4201
97,4202
97,36970
939,4207
939,36976
939,4208
939,36977
939,4209
939,36978
939,4212
939,36980
939,36981
939,36982
281,4225
281,36993
33947,4231
33947,36999
33947,4232
33947,4233
33947,37003
33947,37004
33947,4237
33373,37016
33373,37017
33373,37018
33373,4250
33883,37031
33883,37032
33883,4265
33883,4268
33883,4269
33883,37038
33883,4270
33883,4271
33603,4281
33603,37050
33603,37051
33906,4291
33906,4292
33906,37061
33906,4294
33906,37062
33906,37063
337,4297
337,37065
441,37072
441,4305
441,37075
441,4307
441,4308
441,37077
441,4311
441,37079
441,4312
89,4325
89,4326
89,37094
89,37095
89,4330
89,37100
89,37101
89,4335
89,37105
930,37121
930,4353
243,4367
243,4369
243,4371
243,4373
243,4374
243,37143
348,37153
348,4385
348,37154
348,37155
348,4390
348,37158
348,4391
348,37161
33656,4399
33656,37167
33656,37168
33656,37169
33656,37170
33656,4402
168,4411
168,37179
168,37182
168,4414
33953,37190
33953,4423
33953,37192
33953,37193
1167,37198
1167,4432
1167,37200
1167,37202
990,37214
990,37215
990,37216
990,4448
990,37217
879,4459
879,37228
879,4460
879,4462
879,37232
1078,37252
1078,37254
1078,4486
33017,4491
33017,37260
33017,4492
33017,37261
33017,4494
427,37267
427,37268
427,37270
427,4503
427,37271
427,37272
427,4504
427,37273
427,37275
1040,4520
1040,37290
1040,4525
1040,37293
1040,4527
1040,4529
1040,37297
33604,4532
33604,4533
33604,37301
33604,4534
33604,4535
33604,37308
33604,4540
33604,4541
641,37316
641,4548
641,37317
641,4551
259,37334
259,37335
259,37337
259,37338
259,4572
259,37340
791,37357
791,4591
791,4592
791,37361
791,4594
791,4595
791,37367
33616,37373
33616,4606
33616,4607
33616,4609
33616,37377
33616,37379
33884,4621
33884,37390
33884,37391
33884,4623
33884,4625
33884,37393
33884,37395
33884,4632
33884,37400
33884,37401
642,4641
642,37412
642,4644
33420,37416
33420,4649
33420,4651
33420,4652
33420,4653
33420,4654
33420,4655
33420,37424
33420,4656
33420,4657
33114,4676
33114,37445
33114,37446
33114,4679
33114,4682
33114,37452
33114,4684
33114,37454
33041,37458
33041,4692
33041,37462
33041,37463
33041,4696
33041,37467
963,37475
963,37477
33319,4711
33319,4712
33319,37480
33319,37481
33261,37491
33261,4723
33261,37492
33261,4724
33261,4725
33261,4726
33261,37494
33012,37504
33012,37506
33012,4738
33012,37507
33012,37509
33012,37511
33012,4744
33012,37514
33012,4746
836,4766
836,37536
836,37537
836,4770
33894,37554
33894,4786
33894,37556
1228,4794
1228,4795
1228,37564
33386,37572
33386,37573
33386,4805
33386,4806
33386,37574
33386,4810
32904,4822
32904,37591
32904,4824
116,37600
116,37603
116,4835
116,4836
116,4838
116,4839
116,37608
594,37612
594,4844
33492,37618
33492,37619
33492,4854
1011,37627
1011,4859
1011,4861
1011,37630
1011,4864
1011,4865
1011,4867
1011,4868
1011,4869
1011,37637
788,37640
788,37641
788,4875
788,37643
788,4876
788,4877
788,37648
419,4883
419,4884
419,37654
419,4886
419,37656
419,4890
419,4891
419,37660
419,4892
33379,4905
33379,37673
33379,4907
33379,4908
32768,4910
32768,4912
32768,37681
32768,4913
33063,37686
33063,37687
33063,37688
33063,4921
33063,37690
