A_id,B_id
495,34096
495,1329
495,1330
495,34098
495,34099
184,1338
184,1340
184,1341
33388,1344
33388,34113
33388,34115
33388,34117
188,1355
188,34125
188,1358
188,34129
188,1362
188,34131
188,34132
33347,1371
33347,34139
33347,34140
33347,1372
33347,1374
33347,1375
33347,34143
549,34158
549,1393
549,1395
355,34171
355,34172
355,1406
355,34178
355,34186
355,1419
355,34187
407,1429
407,1431
407,34203
407,34204
407,1437
407,1438
407,34206
407,1439
33427,34214
33427,34215
33427,34216
33427,1448
33427,34217
361,1453
361,34222
361,34224
361,34225
361,34226
63,1463
63,34231
63,34232
63,34234
63,1467
182,34238
182,1473
182,34242
182,1475
182,1476
33144,1483
33144,1485
33144,1486
33144,34255
33144,34257
33144,1489
33144,34259
32819,1501
32819,34271
32819,1503
32819,1504
32819,34272
33253,34278
33253,1511
33253,34280
33253,34281
33253,34282
33253,1516
33253,34285
33253,34286
33253,1519
33253,34287
491,34292
491,1524
491,1528
32789,1535
32789,1538
32789,34307
32789,34309
32789,1542
32816,1549
32816,1550
32816,1552
27,34324
27,34325
27,34326
27,1562
27,1566
27,34335
27,34337
27,34338
27,1572
27,34341
466,1585
466,1586
466,1587
466,34355
466,1589
466,34358
466,1591
466,34363
33414,34374
33414,1607
33414,34376
33414,1609
33414,34378
33414,34379
33414,1612
33414,34381
33414,1615
609,1624
609,34395
609,1629
609,34397
609,1630
609,34398
609,34399
609,1632
32856,1643
32856,34411
32856,34413
32856,34414
32856,1649
32903,1652
32903,34420
32903,34421
32903,1654
674,1666
674,34435
674,34436
674,1668
674,1669
674,1670
674,34440
418,1679
418,34447
418,34449
418,1681
418,34450
418,34451
418,34453
418,1687
418,1689
706,34465
706,1698
706,34469
706,1702
706,1704
483,1715
483,1719
483,34490
483,1722
483,34491
33130,1735
33130,1736
33130,34505
33130,1738
33130,34507
1,1748
1,34517
1,1749
1,34518
1,1750
1,1751
1,34520
1,34521
270,34523
270,1755
270,1758
270,34526
626,34530
626,1763
626,1765
626,34533
626,34534
626,1766
33061,34546
33061,1780
33439,1788
33439,34556
33439,34558
33439,1791
33439,34560
33439,34562
33439,1794
33439,34563
33439,1795
33439,1796
33083,34572
33083,34573
32783,1808
32783,1810
32783,34579
32783,1813
32783,1815
32783,1816
32783,1817
32783,1818
32783,34587
32783,34589
116,34606
116,1841
537,1843
537,34612
537,34613
537,1845
537,1848
33339,34623
33339,34625
33339,1857
33339,1859
33339,1861
33339,1863
33339,34633
33339,34635
654,1869
654,34638
654,34639
654,34641
673,34656
673,34657
673,1889
673,1890
673,1891
673,34660
673,1894
673,1895
673,1896
673,34666
32849,1905
32849,1906
32849,34674
32849,34675
32849,1907
32849,1910
32849,1913
32849,34686
32849,1918
32849,34688
33443,1923
33443,34692
649,1932
649,34702
649,1935
33131,34711
33131,34713
33131,1945
33131,1946
33131,1948
33131,1951
33131,1952
33131,34720
422,34733
422,1965
422,1966
422,1967
422,1968
422,34736
422,1969
422,34738
33384,1977
33384,34746
33384,1978
33384,34747
33384,34748
33364,34754
33364,34755
33364,34756
33364,1992
33364,1993
33364,1995
33364,1996
33364,1997
528,2015
528,34784
528,2017
528,34787
528,2021
237,2029
237,2030
32879,2039
32879,34808
32879,2043
32879,34812
509,34828
509,2062
509,34831
509,2063
509,34833
33344,34845
33344,34847
33301,34857
33301,2089
33301,2090
33301,34858
33301,2092
33345,2103
33345,34873
33345,34874
33345,2106
32987,34884
32987,2117
32987,2119
32987,34888
32987,2120
32987,2121
32987,34890
33112,34902
33112,34904
33112,34906
33112,34908
33112,2141
33112,2142
33112,34910
33228,2153
33228,34922
33228,2155
33228,2156
32880,34933
32880,34935
32880,34936
32880,34937
378,34945
378,34946
378,34947
400,2191
400,34960
400,34961
32823,34972
32823,34973
32823,2206
32823,34974
32823,2207
32823,34975
32823,34979
33214,34985
33214,2218
33214,34987
33214,34988
33214,2220
33214,34990
366,34994
366,2226
366,34995
366,2228
366,2232
366,35000
366,35001
366,2235
366,35004
118,2245
118,2248
118,2249
118,2250
118,35018
263,35027
263,2259
263,2260
263,35030
263,35031
263,35032
263,2266
24,35037
24,2273
24,2274
24,2275
24,2276
24,35044
646,2282
646,35051
646,35053
646,35055
646,2290
646,35058
33432,35071
33432,2303
33432,2304
33432,35073
33432,2305
281,2310
281,2311
281,2312
281,35080
281,2313
281,35083
281,35084
281,35085
281,2317
281,35086
33115,2333
33115,35101
33115,2334
33115,35102
33115,35104
33115,35106
33115,2338
320,35118
320,35119
320,2353
320,35122
571,35136
571,35137
571,2370
571,35139
571,2373
571,35141
32883,35147
32883,35148
32883,2381
32883,35149
32883,2383
32883,35151
32883,35153
32883,2386
32883,35154
324,2394
324,35162
324,2395
324,2398
324,35166
324,2399
33203,2408
33203,35177
33203,2409
33203,35178
33203,2410
33203,35180
33203,2413
33203,35182
33203,2415
300,35186
300,35187
300,35192
300,35193
300,35194
300,2427
300,35195
300,35196
300,2428
300,35197
33391,2445
33391,35214
33391,2450
33403,35221
33403,2453
33005,35236
33005,2469
33005,2470
33005,2471
33005,35239
33005,2472
33005,2473
33018,2476
33018,35244
33018,35247
33018,2480
33018,35249
33018,2481
33018,2484
33018,35253
33018,2486
33018,35254
332,2499
332,35268
332,2501
332,35276
332,2508
332,35277
332,35279
332,2511
332,35281
33352,2519
33352,2520
33352,35288
33352,2521
33352,35291
33352,2523
33352,35292
33352,2524
33352,2525
33352,2526
603,35305
603,2537
603,2538
603,2539
603,2541
603,35309
603,35310
2,2556
2,35324
2,35325
2,2557
2,2559
2,2560
2,35330
2,35331
2,2563
33081,2572
33081,2573
33081,35341
33081,2576
33081,2580
33081,35348
682,35358
682,35361
682,2594
682,2595
682,35363
682,35365
682,2598
682,2599
32810,2615
32810,35383
213,2624
213,35392
213,2625
213,35394
523,35405
523,2638
523,2640
523,35409
523,2641
297,2647
297,35415
297,2649
297,2650
297,2651
297,2652
297,35420
297,2654
297,35423
297,2656
33076,2665
33076,35434
33076,35435
33076,35436
33076,2668
33076,2673
695,2684
695,35452
695,2688
695,35457
695,35458
33106,35460
33106,2693
33106,35463
33106,2696
33106,35464
33106,35465
246,35478
246,2711
246,35479
246,2712
246,2713
246,35481
246,35485
246,35487
33022,35506
33022,2739
33022,2742
33323,35519
33323,2752
33323,35520
33323,2753
33393,35526
33393,35527
33393,2759
33393,2762
33393,35532
33393,35533
33165,35544
33165,35545
33165,2778
33165,35547
33165,2779
33165,35549
33165,35550
33165,35551
33310,2794
33310,35568
33310,2802
33310,35571
33310,2804
33310,35572
33451,2817
33451,35585
33451,35588
33451,2821
33451,35591
33451,35592
614,35605
614,2837
614,2838
614,35606
614,35608
614,2840
614,35609
614,35611
614,2844
614,35612
386,35617
386,2850
386,35618
386,2851
253,2863
253,35632
253,2864
33079,2869
33079,35638
33079,35639
33079,35642
608,2886
608,2887
608,2889
608,35659
608,35660
608,35661
32822,35668
32822,35670
32822,2904
32822,2905
241,35685
241,2918
241,2921
651,35701
651,2933
651,2934
651,35702
651,2935
651,2936
651,2937
651,2938
129,2952
129,2953
129,35723
189,2958
189,35727
189,35728
189,2961
33348,35734
33348,2969
33348,2972
33348,35741
33348,35742
32866,2982
32866,35751
32866,35753
32866,35756
32866,2990
32866,35758
32866,35759
631,3000
631,35769
631,3002
631,35771
631,3004
631,35772
631,3005
631,35774
33442,35779
33442,35781
33442,35782
33442,35783
33442,3015
33442,35790
33442,3023
391,3032
391,35800
391,3033
391,35801
391,3034
32994,3045
32994,35814
32994,35815
32994,3047
32994,35816
32994,3049
32994,35818
32994,3050
33340,3059
33340,3061
33340,35831
33340,3065
33340,35834
33107,35839
33107,3072
33107,35840
33107,35841
33107,35842
33107,3074
33107,35844
33107,3076
33107,35845
33107,35846
352,3097
352,35868
352,35870
33305,35882
33305,3116
33305,35885
33305,3117
33305,35886
33305,35887
33305,3120
33305,3123
33305,35893
704,35902
704,3136
704,35904
42,3155
42,35923
42,3156
42,3158
42,35926
36,35934
36,3166
36,3167
36,3168
36,3169
36,3170
36,35939
36,3172
36,35941
36,3173
588,3183
588,3185
33450,3188
33450,35957
33450,3189
33450,3191
33450,35962
33450,35963
33450,35964
33450,35965
33450,35967
33417,35978
33417,3215
33417,3216
33417,3217
33417,3218
33417,35986
33417,35987
33417,3219
33417,3225
33338,36011
33338,36012
33338,3244
33338,3245
33338,36013
33223,36023
33223,3259
33223,3260
33223,36030
33223,36031
33223,3265
33223,36033
33223,3267
33223,3270
33223,3271
625,36049
625,36051
625,3283
625,3287
625,36056
625,36057
625,36058
33102,3298
33102,36068
33102,3300
33102,3302
33102,36070
33102,36073
259,36086
259,3319
32974,3325
32974,36094
32974,3327
32974,3329
32974,36098
32974,36099
32974,3333
52,36113
52,36114
52,36117
52,36118
52,36120
52,36121
52,36122
52,3354
291,36132
291,36134
291,3366
291,36135
291,3368
291,3369
291,3370
106,3375
106,36143
106,36144
106,3377
106,36146
106,3378
32864,36154
32864,3386
32864,3387
32864,36157
424,36170
424,3402
33160,3412
33160,36180
33160,36181
33160,36183
33160,36186
33160,36187
33160,3423
33160,36191
33110,36195
33110,36196
33110,3429
33110,3430
33110,3431
33110,3432
33110,36202
33110,36203
33110,3435
33436,36207
33436,3440
33436,36212
33436,36213
33436,3445
33436,3447
33436,36217
33436,36220
33436,36223
33280,36232
33280,3465
33280,36235
86,36248
86,3481
86,36250
86,36251
86,3485
86,36254
86,3486
86,36256
86,36258
413,3501
413,36269
413,3502
33378,36283
33378,36284
32778,36287
32778,3521
32778,36290
32778,36291
32778,3524
32778,36293
32778,3525
32778,3526
32778,36294
669,3538
669,36306
669,36307
10,36320
10,3556
10,36325
10,36326
10,3558
10,36327
10,36328
10,36330
10,36331
192,36337
192,3570
192,36338
192,3571
32980,36344
32980,36346
32980,3579
50,3585
50,3587
50,36355
50,3588
50,3589
50,3591
50,36360
50,3594
122,3601
122,36369
122,3602
122,3604
409,36384
409,3617
409,3618
33150,36396
33150,3629
33150,36397
33150,3630
33150,36400
33150,36401
33150,36404
33150,3637
33150,36405
385,3646
385,3647
385,36416
385,3650
675,36425
675,3657
32786,36435
32786,36436
32786,36437
32786,3670
538,36444
538,3676
538,3677
33159,3685
33159,3686
33159,36456
33159,3688
33159,36457
33159,3690
33159,36461
33159,3694
522,3699
522,3700
522,36468
522,3702
33062,36483
33062,3715
33062,3716
33062,3720
33062,3721
33062,36492
33149,36506
33149,3741
33149,36509
33149,36510
33149,3742
33149,36511
33149,3743
33149,3744
33149,3745
33149,36515
32805,36527
32805,36529
32805,3762
32805,36531
32805,36532
32841,36536
32841,3768
32841,3770
32841,3773
32841,3774
32841,36542
33257,3782
33257,36550
33257,36551
33257,3784
33257,3785
33257,3787
33257,36558
33257,3792
33257,36564
33098,3811
33098,3812
33098,36581
33098,3814
33098,3818
33098,3821
33098,3822
33098,36591
33098,3823
611,36602
611,36603
611,3835
611,36604
611,36606
611,3838
611,3840
33057,3845
33057,36613
33057,3847
33057,36615
33057,36616
33057,3849
33295,3855
33295,36625
33295,36627
33295,36628
33295,3861
33295,36630
33295,36631
33295,3863
33295,3865
32960,36648
32960,3881
32960,36652
32960,3888
32960,3889
32948,3904
32948,36674
32948,3906
32948,3908
32948,36677
32948,3911
32948,36682
32948,3915
32948,3916
33222,36701
33222,36702
33222,36703
33222,3936
33222,3937
33413,3953
33413,36723
33413,3957
33413,36730
33413,3963
600,3967
600,36736
33199,36739
33199,3972
33199,36741
33199,3973
33199,36742
33199,36743
33180,3983
33180,36753
33180,36754
33180,36756
33180,36758
33180,36760
717,36763
717,3995
717,36764
717,3998
717,36767
717,3999
717,36769
717,4003
717,36772
681,36783
681,4015
681,36784
681,36785
681,4017
437,36798
437,4031
437,4032
437,4033
437,4035
32989,4038
32989,36806
645,4047
645,36815
645,4048
645,36816
645,36817
645,36818
645,4050
645,36819
645,4051
454,4055
454,36823
454,36827
454,36829
454,4061
454,36830
454,4062
454,36834
33033,36837
33033,4070
33033,36838
33033,36840
33033,4072
73,36850
73,4083
73,4084
73,4085
73,4086
73,36855
73,36856
73,4090
73,36860
73,4092
162,4097
162,4098
162,36866
602,4101
602,36871
602,4103
602,36873
602,36874
602,36875
602,36876
602,4108
33408,36882
33408,4114
33408,4116
33408,36884
33408,4117
33408,36885
33408,36886
33408,4119
195,36895
195,4128
195,36896
195,36897
195,36898
195,4130
195,36899
33306,4140
33306,36908
33306,4142
33306,36910
33306,36912
47,36931
47,4164
33073,36945
33073,4179
33073,36951
33073,4183
330,4196
330,4198
330,36966
32844,36980
32844,4212
32844,4214
32844,36982
32844,36985
32844,4218
32844,4219
32844,4224
32844,4226
32844,36995
639,4234
639,4236
639,37006
639,4239
639,37008
639,4242
639,37013
32852,4248
32852,37017
32852,4250
199,37031
199,4264
199,4265
199,4266
199,37035
199,4268
199,37036
199,4269
199,4270
508,4285
508,37053
508,4286
508,4287
508,37055
508,4288
508,4291
589,4301
589,4306
33080,4318
33080,4320
33080,4324
33080,37092
33080,4326
33080,37094
33080,4327
33080,37097
33080,37099
33080,37100
604,37107
604,37108
604,4341
604,37109
604,4342
87,4346
87,37114
87,4347
87,37116
87,4348
87,4349
87,37117
30,4352
30,4355
30,4356
30,4357
30,37125
30,4358
30,37128
30,4361
30,37129
30,4364
32923,4388
32923,37159
32923,4393
32923,37162
32923,37164
32923,37165
32923,4398
32923,37168
32923,4400
273,4415
273,37183
374,37186
374,37187
374,4420
374,4422
374,37190
374,37192
374,37194
374,37195
374,37196
374,4428
32930,37204
32930,4437
32930,37208
32930,4440
32930,37211
32930,4446
32930,37214
32930,4447
510,4453
510,37221
510,4455
510,4456
344,4465
344,37233
344,37234
344,37235
344,4467
344,4468
344,4469
186,37251
186,4484
186,37253
186,37254
186,4486
186,4487
186,37256
33264,37265
33264,4500
492,4512
492,37282
492,4515
33481,4523
33481,4524
33481,37293
33481,37294
33481,37295
33481,37296
33481,4530
33481,37300
33481,37301
32905,4538
32905,4539
32905,37307
32905,37308
32905,4540
32949,37316
32949,4549
32949,4551
32949,4552
32949,4553
32949,37322
215,37340
215,37341
215,4574
32959,4579
32959,4580
32959,37348
32959,37351
32959,4584
32959,37353
32959,37354
32959,4588
32959,4590
32959,37358
33089,4599
33089,37370
33089,4603
33089,37374
656,37392
656,37394
656,37395
656,37396
656,37397
656,4631
152,37404
152,37406
152,37407
32853,4643
32853,37413
32853,37414
32853,37416
32853,37418
32853,4651
32853,37419
33277,4663
33277,4665
33277,37433
33277,37436
33277,4669
33277,37437
32812,37443
32812,37444
32812,4677
32812,4678
32812,4682
32812,4683
32812,4684
32812,37453
33483,4694
33483,4696
33483,37465
33483,37466
548,4711
548,4712
548,37482
548,4715
548,37484
548,37487
548,4720
548,4721
548,37491
32957,4726
32957,37496
32957,4728
32957,4732
32957,4734
32957,4736
32957,37506
32957,4738
32957,37507
32957,37508
33288,4748
33288,37517
33288,37518
662,37528
662,37529
662,4762
662,4763
662,4764
662,4766
662,4768
662,37536
662,37538
33050,4782
33050,4783
33050,37551
33050,37553
33050,4785
33050,4786
33050,4790
33050,4791
170,37563
170,4795
170,4797
170,37565
210,37570
210,4806
210,4808
210,37577
210,37578
210,4810
210,4811
210,4812
210,37581
210,37584
32780,37586
32780,4819
32780,37588
32780,37589
32780,4822
32780,37592
32780,4825
32780,4826
455,37609
455,4843
455,4844
455,37613
455,4845
455,37614
455,4846
455,4849
455,4850
455,37619
542,37631
542,4863
542,4864
542,37632
542,37633
542,4865
542,37636
542,37637
33328,4884
33328,4885
33328,37654
33328,4887
33328,37655
33328,37658
33328,4890
33084,4898
33084,4899
33084,37668
33084,37669
33084,4902
33084,37670
33084,37671
33084,37672
33084,4907
33084,4908
33029,4924
33029,4925
33029,4926
33029,4927
33029,4928
33029,4929
33029,37697
670,37701
670,37702
33020,37710
33020,37712
540,4955
540,4956
32965,37728
32965,37731
32965,4963
32820,4973
32820,37744
32820,4976
33320,37756
33320,37757
33320,4991
33075,37771
33075,5004
33075,37772
33075,37774
33075,5009
33075,5011
33075,37781
33075,5014
33075,37783
33075,37784
641,37791
641,37792
641,5024
641,37794
641,5027
641,37796
641,37797
33049,5033
33049,37802
33049,37803
33049,5038
33049,37808
33039,37818
33039,5051
33039,37819
33039,37821
33269,37828
33269,37829
33269,5061
33269,37830
33269,37831
39,5081
39,37849
39,37850
32835,5086
32835,5087
32835,37855
32835,5088
32835,37857
32835,37858
32835,5091
32835,37860
32835,37862
32835,37864
428,5110
428,37878
428,37880
428,5113
428,37883
32839,37889
32839,5123
32839,5125
32839,5128
32839,37896
32839,5130
78,37911
78,5144
78,37913
78,37914
78,37915
78,37916
78,5149
78,37918
33236,37922
33236,5157
33236,5158
33236,37928
33236,5160
33069,37932
33069,37933
33069,5165
33069,5169
33069,37938
33069,37940
33069,37941
33069,37942
33069,5175
33358,5180
33358,37948
33358,37949
33358,5181
33358,37950
33358,37952
120,5190
120,5192
120,5193
120,5194
120,37963
120,5197
120,5198
690,5206
690,37974
690,5207
690,5209
690,37977
690,37979
690,5213
690,37982
33036,5224
33036,37994
33036,5226
33036,5227
33036,5231
33036,5232
33036,5233
476,38011
476,38012
476,5244
476,38013
476,38014
476,38017
476,5250
476,5252
476,5254
479,38030
479,38032
479,38033
479,38035
479,5269
632,5275
632,38044
632,5277
632,5278
587,38057
587,5290
587,38060
587,5292
587,38061
587,5294
587,5295
587,38063
587,5297
462,5301
462,38069
462,5302
462,5303
462,38071
462,38072
462,5304
32937,38079
32937,38082
32937,5315
32937,5316
32937,38085
232,5328
232,38096
232,5329
232,5331
232,38100
232,38101
232,5334
417,38109
417,38111
417,5343
417,5344
417,38112
417,5345
417,38113
417,38114
417,38115
236,38131
236,5364
236,38133
236,5366
236,5367
236,38136
236,5368
416,38147
416,38149
416,5381
416,5383
416,38152
416,5385
416,38156
4,38162
4,38163
4,5395
33470,5400
33470,38169
33446,38184
33446,5416
33446,38186
33446,38187
33446,5420
33446,5421
33446,38189
33446,5422
33446,38191
33058,38194
33058,38195
33058,5431
33058,38199
33058,5433
33058,38202
33058,38203
33375,5446
33375,5447
33375,38215
33375,38216
112,5458
112,38226
112,5459
112,5460
112,38229
112,5463
112,5464
112,5465
33349,5469
33349,5473
33349,38243
33349,5475
33349,38244
33349,5477
33349,38245
33349,38248
32978,5495
32978,5497
32978,38265
32978,5498
33346,38270
33346,5502
33346,5504
33346,38273
33346,5506
33293,5516
33293,5517
33293,38286
33293,5522
33293,5524
33293,5525
33293,38297
33293,38299
33293,5531
33293,5532
425,38304
425,38305
425,5537
425,38306
425,5540
425,38309
425,5543
425,38311
425,5544
33421,38318
33421,5551
33421,5552
33421,38321
33421,38322
33421,38323
252,5559
252,38333
252,5566
252,38334
252,38335
252,38336
252,5568
252,38337
311,5579
311,5580
311,5582
311,38351
311,38352
311,5584
32807,38361
32807,38363
32807,5596
32807,5597
32807,38366
32807,5599
33082,5604
33082,38372
33082,5605
33082,5606
33082,5608
33082,38378
33082,5610
33082,38380
104,5621
104,38389
247,38396
247,5629
247,38397
247,38398
247,38399
247,38400
247,38401
247,5640
33335,5643
33335,38411
33335,5644
33335,38412
33335,5646
33335,38414
33335,5647
33335,38415
33251,38428
33251,5661
33251,38430
32988,38446
32988,38447
32988,5680
32988,5681
32988,38449
32988,38450
32988,5684
32988,5687
592,38465
592,38467
592,5699
592,38468
592,5700
592,38470
592,5703
592,38472
592,5705
243,5712
243,38480
243,38481
243,5713
243,38482
243,38484
243,5718
243,5719
243,5720
32933,38498
32933,5731
32933,5732
32933,5734
32887,5743
32887,38513
32887,38514
32887,38516
32887,38518
33189,38534
33189,38535
33189,5767
33189,5768
33189,5769
33189,5770
33028,38546
33028,38547
33028,5780
33028,5781
458,5792
458,38561
458,5794
458,5795
458,5798
458,5799
458,5801
458,38571
458,5803
458,38573
640,5815
640,5816
640,38584
155,5827
155,5828
155,38596
155,38598
155,38599
155,5832
586,5837
586,38606
586,38610
586,5842
586,38612
586,38614
586,38617
586,5851
19,5861
19,5862
19,38632
19,38633
19,5865
19,5866
19,38635
285,38641
285,38642
285,5874
285,5875
285,5876
285,38645
285,38648
33274,5888
33274,5890
33274,5894
33274,38664
33274,5896
33274,5897
33274,5898
33274,38671
33274,5903
33274,38672
181,5913
181,5915
33275,5925
33275,38694
33275,5926
33275,5928
33275,5929
33275,38698
32796,5942
32796,5943
32796,38712
244,38721
244,5953
33461,38726
33461,5960
33461,38729
33461,38733
33461,38736
33461,38737
33461,38738
33461,5970
239,5981
239,5982
230,38756
230,5989
230,38757
283,38770
283,6003
283,38773
283,38776
33152,6014
33152,38783
33152,6015
33152,6016
33129,6021
33129,38790
33129,6022
33129,38791
33129,38793
33129,38796
33129,6028
447,38805
447,38806
447,6044
447,38812
447,38816
447,38817
447,38819
447,6051
511,38827
511,6059
32907,38840
32907,6072
32907,38842
32907,6074
32907,6077
32907,38846
32907,38848
32907,38850
32907,6084
32984,6091
32984,38860
32984,6092
32984,6093
32984,38861
32984,6094
32984,38863
32984,6097
32984,6099
33071,6105
33071,38873
33071,38874
33071,38875
33071,6108
33071,6112
33071,38881
33071,38884
33071,38886
551,38893
551,6125
551,6126
551,38894
551,6127
521,38898
521,6130
521,6131
521,38899
521,38901
33460,38914
33460,6148
33460,6151
33460,38919
33460,6152
33460,6155
149,38934
149,38935
149,6168
149,6172
149,38942
149,6176
149,6178
149,38947
149,38948
33070,6189
33070,38957
32769,38975
32769,6210
32769,38978
32769,6211
33454,38985
33454,6217
33454,38986
33454,6220
33454,38990
33454,38996
33454,38999
262,6239
262,6241
262,6243
262,39011
262,39013
301,39025
301,6258
301,6259
301,39028
301,6262
32892,6270
32892,39040
32892,39041
32892,39043
32892,6276
32892,39046
32892,6279
32892,39048
32892,6280
217,39056
217,39057
217,6290
217,6292
32834,39069
32834,39070
32834,39071
32834,39072
32834,39075
32834,6308
32834,39077
33220,39090
33220,39091
33220,39094
33220,6326
33220,6327
33220,6330
33220,6331
33220,39100
33220,39102
33220,6336
33091,39117
33091,6350
33091,6351
33091,6352
33091,39121
33091,6353
430,6362
430,6365
430,6366
430,39135
430,6368
430,39137
373,39147
373,6380
373,39148
373,6381
325,39163
325,39166
325,39167
325,39169
552,39173
552,39174
33284,6416
33284,39186
33284,39188
33284,6421
33284,39189
33284,39192
33037,6429
33037,6430
33037,6431
33037,6432
33037,6433
33037,39201
33037,39202
33037,39207
33037,6439
33037,39208
33410,6450
33410,39220
33410,6456
33410,6457
33410,39225
33410,39226
33410,6459
33410,39228
33410,39229
33410,39231
123,6474
123,39243
525,6482
525,6483
525,39252
525,6484
525,6485
525,39254
525,39255
5,39270
5,39271
5,6503
5,39274
5,6506
5,39275
5,39276
5,6508
5,39277
59,6520
59,39289
59,39291
59,39292
59,6524
59,6525
59,6526
59,39294
59,39295
159,6544
159,6546
159,6548
159,39317
159,6550
159,39319
392,6567
392,6572
392,39341
392,39342
392,6575
209,6584
209,39353
209,39354
209,39356
209,39358
209,6592
33135,6605
33135,39374
33135,6607
33135,39376
33135,39378
33135,6613
33135,39381
33135,39382
33135,39383
33444,6627
33444,39397
33444,39398
33444,6632
33444,6633
33444,39401
33444,39402
33444,6635
33444,6636
357,39413
357,6647
357,6648
357,39417
357,6649
357,6650
357,39420
357,6652
357,6653
33216,39436
33216,6668
567,6679
567,39452
567,6684
567,6685
567,39454
567,6688
567,6689
567,39458
32803,39461
32803,6694
32803,39463
32803,39466
32803,39468
32803,39470
32803,6702
32803,39472
32803,39473
32803,6705
33434,39480
33434,39483
33434,6715
376,39500
376,6732
376,39502
376,39503
376,6736
376,6738
376,39507
569,6742
569,6743
569,39512
569,6745
569,39516
569,6750
172,6753
172,6754
172,39522
172,39524
172,6757
172,6761
172,39529
172,39530
32938,39534
32938,39535
32938,39536
32938,6768
32938,39537
33425,39540
33425,39541
33425,6773
33425,39543
33425,6777
33044,6785
33044,39554
33044,39555
33044,6788
33044,39556
33044,39557
33044,6789
33044,39559
33044,6792
33044,6794
456,6802
456,39572
456,6806
456,6807
33360,6815
33360,39585
33360,39586
33360,39587
33360,39588
503,39602
503,6836
503,39605
503,6838
503,39607
503,39608
503,6843
503,6845
503,39615
503,6849
32837,39625
32837,6857
32837,6859
32837,39628
32837,6861
32837,6862
32837,39630
32837,39631
32837,6863
32837,6864
33478,39646
33478,6878
33478,6879
33478,6880
33478,6881
33478,39651
33478,6885
33478,39653
33478,39657
501,39672
501,6905
501,39673
501,39674
501,39675
501,39676
501,6910
501,39678
501,39680
501,39681
79,6917
79,39685
79,39687
79,6919
79,39688
512,6924
512,39693
512,39695
512,39696
512,6928
33321,6936
33321,39706
33321,39707
33321,39708
33321,39710
33321,39713
33321,6946
33321,39714
32869,6953
32869,39721
32869,6954
32869,6955
32869,39724
32869,6956
32869,39729
32869,6962
32869,6963
32869,39732
32972,39740
32972,6973
32972,6974
32972,39743
32972,6977
32972,6978
32972,6980
32972,39749
32972,6981
32972,39750
470,39754
470,39756
470,39757
470,6991
470,39760
470,39762
470,39764
470,6996
271,7000
271,7004
271,7005
271,39774
271,7007
271,39776
271,7011
513,7019
513,7021
513,39789
513,7022
513,7023
513,7024
513,7025
292,7035
292,39803
292,39804
307,7041
307,7043
307,7044
307,39813
307,7045
692,39819
692,7053
692,39821
692,39822
692,7054
692,7056
692,39825
692,39826
692,7059
32779,39837
32779,7069
32779,39838
